14.86,16.6
14.13,16.280001
17.1,16.639999
14.82,17.4
17.16,15.54
16.719999,16.530001
15.37,15.95
17.26,14.75
14.27,15.99
17.51,16.42
16.290001,14.13
15.72,17.85
15.92,16.709999
15.86,16.040001
14.19,15.32
14.54,15.71
16.18,15.57
15.58,16.98
16.629999,15.6
17.299999,16.24
14.94,14.79
14.61,16.84
17.940001,16.280001
15.79,17.879999
17.690001,16.370001
15.34,16.58
15.08,16.540001
15.33,14.52
16.129999,15.58
15.43,16.5
16.4,15.09
16.5,15.46
15.8,14.87
17.030001,16.17
15.68,16.6000001
16.82,15.1400001
16.299999,15.7000001
16.15,16.2900011
15.62,14.8100001
16.5,17.7999991
14.77,15.2400001
15.76,16.6399991
17.639999,15.5900001
14.24,16.0599991
15.46,16.0900001
17.540001,16.3400001
16.1,17.6900011
16.02,15.0500001
15.99,14.1100001
15.94,15.0100001
5.11,3.0800002
4.06,3.6900002
3.18,4.3400002
4.65,4.4500002
5.08,4.5300002
5.92,6.2700002
5.12,5.1600002
4.27,4.2000002
5.18,5.9900002
4.78,4.3000002
3.74,4.5600002
5.61,3.5300002
4.77,4.6600002
5.4,5.2200002
5.77,4.8800002
4.22,3.1800002
4.41,6.6000002
5.3,3.6400002
6.59,5.7400002
5.16,6.9300002
5.69,5.2900002
3.54,4.3900002
5.64,4.5000002
5.41,6.0700002
3.4,4.3500002
4.72,3.9800002
5.08,5.7000002
3.95,4.3100002
6.62,5.4000002
4.05,4.5400002
3.67,5.0400002
3.89,6.5600002
3.69,6.5100002
3.74,5.0000002
5.07,3.0700002
3.56,4.6300002
4,6.4800002
6.51,4.7300002
6.22,4.6900002
5.63,5.4700002
5.69,5.7100002
4.29,5.3400002
4.28,6.1500002
5.58,4.0000002
6.45,4.8300002
6.08,6.2800002
6.06,6.6800002
5.31,5.8600002
5.73,5.9400002
6.46,5.1600002
8.68,9.7200003
9.62,9.9700003
7.65,9.8100003
8.54,7.0800003
10.46,7.6400003
8.3,7.2800003
9.1,8.2500003
9.52,9.0800003
7.93,9.4800003
9.28,10.1900003
7.5,8.1200003
10.3,8.2700003
7.2,8.4200003
8.92,9.3100003
8.6,9.6000003
7.76,10.5200003
8.95,9.4700003
7.7,9.5700003
9.33,8.3900003
10.5,8.7700003
8.93,8.1500003
8.88,8.9200003
9.6,10.2900003
9.89,10.4200003
9.85,8.0700003
10.51,10.0300003
9.87,7.3700003
7.43,9.9000003
8.84,7.0400003
9.02,9.8300003
9.9,10.2500003
7.73,8.3300003
10.32,8.0700003
9.57,10.6300003
10.45,10.3300003
8.97,9.2700003
8.62,9.6800003
8.19,9.3700003
8.69,9.6400003
9.35,10.6500003
9.76,8.4300003
9.88,8.4300003
9.2,9.7900003
9.72,8.7300003
7.82,8.5400003
9.62,8.7200003
9.19,9.0500003
9.33,10.4400003
8.21,7.2600003
9.49,8.6500003
21.92,20.4699994
21.860001,20.5599994
19.700001,19.0200004
20.83,21.2199994
19.129999,18.2500004
20.709999,18.2900014
19.07,21.5800004
20.280001,20.2400004
19.129999,20.1800004
19.129999,19.8400004
21.52,20.5100004
19.370001,21.1600004
18.950001,19.4200004
18.809999,19.0400014
21.620001,20.8799994
21.43,19.1399994
19.85,19.5599994
19.42,18.2700004
20.629999,20.1399994
20.129999,21.8400004
19.49,19.6000004
19.5,20.4200004
19.139999,21.4200004
19.889999,20.2900014
21.09,19.9900004
20.08,21.1100014
20.190001,21.3200004
18.58,19.2400004
21.379999,20.7500004
18.4,19.9100004
19.459999,20.6100014
19.4,20.3400004
20.059999,19.8600014
20.67,20.8200004
20.26,21.0900004
19.870001,21.1100014
19.139999,21.2099994
21.42,20.9200004
19.07,20.7300004
19.17,19.7099994
18.959999,20.2800014
18.549999,20.6299994
